Date of the game,Away Team Ticker,Home Team Ticker,Is Away Team Home? (Home Court Advantage Stat),Is Home Team Home? (Home Court Advantage Stat),Did a Major Event Occur?,Military-Hours Time of the Game,Away team inactive players,Home team inactive players,Away team win/loss %,Home Team win/loss %,Did Home Team Win? (Outcome)
2021-02-13,BRK,GSW,0,1,0,2030,5,5,.571,.519,0
2021-02-13,HOU,NYK,0,1,0,2000,5,4,.423,.464,1
2021-02-13,PHI,PHO,0,1,0,1500,3,1,.667,.640,1
2021-02-13,MIA,UTA,0,1,0,2100,2,3,.423,.815,1
2021-02-14,SAS,CHO,0,1,0,1900,4,3,.593,.464,0
2021-02-14,POR,DAL,0,1,0,1930,1,3,.615,.464,0
2021-02-14,LAL,DEN,0,1,0,2200,2,4,.750,.577,1
2021-02-14,NOP,DET,0,1,0,1900,2,5,.423,.296,1
2021-02-14,CLE,LAC,0,1,0,2200,4,4,.357,.714,1
2021-02-14,MIL,OKC,0,1,0,2000,4,5,.593,.423,1
2021-02-14,ORL,PHO,0,1,0,2100,5,2,.357,.654,1
2021-02-14,MEM,SAC,0,1,0,2200,5,2,.500,.462,0
2021-02-14,MIN,TOR,0,1,0,1900,2,4,.259,.444,0
2021-02-14,BOS,WAS,0,1,0,1300,2,4,.500,.292,1
2021-02-15,CLE,GSW,0,1,1,2200,4,5,.345,.536,1
2021-02-15,CHI,IND,0,1,1,1900,5,5,.423,.500,0
2021-02-15,MIA,LAC,0,1,1,2200,2,4,.407,.724,1
2021-02-15,ATL,NYK,0,1,1,1930,5,4,.407,.483,1
2021-02-15,BRK,SAC,0,1,1,2200,5,3,.586,.444,0
2021-02-15,PHI,UTA,0,1,1,2100,3,4,.643,.821,1
2021-02-15,HOU,WAS,0,1,1,1900,5,3,.407,.320,1
2021-02-16,DEN,BOS,0,1,0,1900,5,3,.556,.519,1
2021-02-16,NOP,MEM,0,1,0,2000,2,5,.444,.478,0
2021-02-16,TOR,MIL,0,1,0,2000,4,4,.464,.571,0
2021-02-16,LAL,MIN,0,1,0,2000,2,2,.759,.250,0
2021-02-16,POR,OKC,0,1,0,2000,2,5,.630,.407,0
2021-02-16,BRK,PHO,0,1,0,2230,5,2,.600,.630,0
2021-02-17,ATL,BOS,0,1,0,1930,5,4,.429,.500,0
2021-02-17,DET,CHI,0,1,0,2000,5,5,.286,.444,1
2021-02-17,MIA,GSW,0,1,0,2200,2,5,.393,.552,1
2021-02-17,UTA,LAC,0,1,0,2200,3,4,.828,.700,0
2021-02-17,OKC,MEM,0,1,0,2100,5,5,.393,.500,1
2021-02-17,IND,MIN,0,1,0,2000,5,2,.517,.241,0
2021-02-17,POR,NOP,0,1,0,2100,1,2,.643,.429,0
2021-02-17,NYK,ORL,0,1,0,1900,3,5,.467,.379,1
2021-02-17,HOU,PHI,0,1,0,1930,4,4,.393,.655,1
2021-02-17,DEN,WAS,0,1,0,2000,4,3,.536,.346,1
2021-02-18,BRK,LAL,0,1,0,2200,5,3,.613,.733,0
2021-02-18,TOR,MIL,0,1,0,1930,3,4,.483,.552,0
2021-02-18,MIA,SAC,0,1,0,2200,2,4,.414,.429,0
2021-02-19,ATL,BOS,0,1,0,1930,5,2,.414,.517,1
2021-02-19,DEN,CLE,0,1,0,1900,4,4,.552,.333,0
2021-02-19,UTA,LAC,0,1,0,2200,3,2,.800,.710,1
2021-02-19,DET,MEM,0,1,0,2000,5,5,.276,.520,1
2021-02-19,OKC,MIL,0,1,0,2000,5,3,.379,.567,1
2021-02-19,TOR,MIN,0,1,0,2100,2,2,.500,.233,0
2021-02-19,PHO,NOP,0,1,0,2000,2,2,.643,.414,0
2021-02-19,GSW,ORL,0,1,0,1900,5,5,.533,.400,1
2021-02-19,CHI,PHI,0,1,0,1930,5,4,.429,.667,1
2021-02-20,SAC,CHI,0,1,0,2100,5,5,.414,.448,1
2021-02-20,GSW,CHO,0,1,0,2000,5,4,.516,.483,1
2021-02-20,MIA,LAL,0,1,0,2030,2,2,.433,.710,0
2021-02-20,PHO,MEM,0,1,0,2100,2,5,.655,.500,0
2021-02-20,WAS,POR,0,1,0,2200,3,1,.370,.621,0
